OTU,ALancangBesar,BPari,CTidung,DKarangBeras,EPramuka,FKotok,GSepa,Rowsums
ASV1656,7,25,41,40,25,20,24,182
ASV8188,15,5,12,10,15,44,81,182
ASV9649,0,0,0,0,0,182,0,182
ASV13859,7,34,27,31,32,6,45,182
ASV15569,15,13,4,9,33,62,46,182
ASV595,0,12,26,17,62,12,52,181
ASV3176,16,33,75,11,31,14,1,181
ASV4223,1,9,32,53,30,32,24,181
ASV5753,0,11,41,21,27,0,81,181
ASV7058,0,0,0,180,0,1,0,181
ASV12643,0,11,8,76,0,46,40,181
ASV13055,0,181,0,0,0,0,0,181
ASV638,32,0,31,34,19,31,33,180
ASV3507,0,10,37,40,41,47,5,180
ASV13586,4,4,129,3,22,18,0,180
ASV14637,11,0,17,29,42,15,66,180
ASV145,0,6,36,41,58,32,6,179
ASV10384,4,9,35,42,46,6,37,179
ASV11974,0,36,6,16,3,118,0,179
ASV16490,0,179,0,0,0,0,0,179
ASV1952,0,1,40,18,58,45,16,178
ASV2154,0,6,30,26,37,7,72,178
ASV2425,0,5,32,6,66,40,29,178
ASV4874,15,0,29,46,43,39,6,178
ASV6893,0,42,28,17,11,16,64,178
ASV9077,0,0,0,40,105,22,11,178
ASV15462,21,3,38,54,30,9,23,178
ASV1214,0,46,31,67,20,0,13,177
ASV1875,0,0,0,5,121,29,22,177
ASV5332,21,0,51,20,12,52,21,177
ASV5979,7,12,3,48,44,14,49,177
ASV6459,14,21,39,13,17,37,36,177
ASV7625,0,18,1,7,50,28,73,177
ASV13442,7,22,29,40,0,0,79,177
ASV13543,12,16,61,40,0,27,21,177
ASV2768,0,0,120,2,0,54,0,176
ASV7105,7,6,22,21,45,24,51,176
ASV8474,0,1,2,5,159,4,5,176
ASV19131,5,12,40,27,53,1,38,176
ASV121,44,12,38,24,29,25,3,175
ASV377,0,7,65,0,21,15,67,175
ASV3687,0,0,43,54,41,9,28,175
ASV4058,0,9,0,60,28,25,53,175
ASV4794,20,12,36,42,3,49,13,175
ASV9314,6,0,93,15,20,0,41,175
ASV12148,0,44,28,11,15,67,10,175
ASV62,3,18,25,36,28,21,43,174
ASV2292,9,4,62,26,10,54,9,174
ASV4967,6,10,35,27,34,25,37,174
ASV3540,6,12,15,62,52,0,26,173
ASV4875,0,16,29,28,31,22,47,173
ASV4930,19,13,22,35,27,27,30,173
ASV8716,43,0,28,13,45,23,21,173
ASV13291,5,19,36,21,44,33,15,173
ASV629,0,0,41,27,28,26,50,172
ASV1637,0,52,0,105,11,0,4,172
ASV2915,0,2,108,21,1,2,38,172
ASV7385,26,12,37,42,6,18,31,172
ASV15972,0,0,0,0,172,0,0,172
ASV2568,2,29,12,47,30,3,48,171
ASV2694,13,21,26,28,22,17,44,171
ASV5118,19,14,41,19,5,37,36,171
ASV12401,0,9,39,80,20,6,17,171
ASV2376,0,0,59,64,43,0,4,170
ASV5162,5,24,16,57,25,21,22,170
ASV9843,0,17,39,21,53,20,20,170
ASV11075,35,7,35,28,0,38,27,170
ASV12621,6,9,14,18,19,7,97,170
ASV14106,5,12,54,42,27,20,10,170
ASV17444,16,0,0,138,0,0,16,170
ASV8672,0,28,68,15,0,42,16,169
ASV9673,19,2,9,31,35,43,30,169
ASV10091,0,4,23,27,45,24,46,169
ASV13340,7,27,9,36,28,5,57,169
ASV3409,14,12,38,19,37,12,36,168
ASV22299,1,10,38,30,27,31,31,168
ASV24164,1,164,0,0,0,0,3,168
ASV2505,27,8,25,25,43,27,12,167
ASV3283,1,9,9,32,40,16,60,167
ASV3802,26,12,22,24,31,32,20,167
ASV3986,5,1,29,11,84,17,20,167
ASV4562,23,2,6,9,76,36,15,167
ASV11790,13,5,29,48,44,2,26,167
ASV16880,0,23,21,16,33,0,74,167
ASV453,5,9,51,37,0,40,24,166
ASV3385,9,17,37,30,27,34,12,166
ASV3465,18,20,2,24,41,3,58,166
ASV3501,12,39,4,11,13,40,47,166
ASV3885,0,96,2,0,21,47,0,166
ASV9247,0,9,25,7,22,90,13,166
ASV10049,0,9,2,0,151,0,4,166
ASV15059,16,29,5,38,13,50,15,166
ASV165,0,4,33,20,44,40,24,165
ASV1508,5,10,68,34,32,15,1,165
ASV8744,9,0,0,120,0,34,2,165
ASV15807,20,22,8,26,52,0,37,165
ASV21151,4,14,33,28,53,6,26,164
ASV902,2,19,29,30,20,20,43,163
ASV4192,0,0,88,4,71,0,0,163
ASV7030,5,27,13,40,24,15,39,163
ASV9178,0,15,1,9,9,30,99,163
ASV12026,4,11,37,42,15,25,29,163
ASV23156,19,0,87,0,57,0,0,163
ASV982,19,7,36,29,25,18,28,162
ASV1540,7,93,21,24,4,6,7,162
ASV4877,4,0,77,18,20,16,27,162
ASV7274,0,6,17,3,0,0,136,162
ASV7741,0,0,8,136,0,2,16,162
ASV10234,8,15,14,29,55,14,27,162
ASV11270,10,20,39,10,12,16,55,162
ASV13490,30,30,21,18,26,21,16,162
ASV575,0,8,41,32,31,27,22,161
ASV3764,0,36,0,0,0,108,17,161
ASV9090,0,6,29,1,17,23,85,161
ASV16557,0,4,1,19,57,18,62,161
ASV72,9,19,58,23,29,9,13,160
ASV678,0,3,44,31,48,11,23,160
ASV3060,0,0,0,23,0,55,82,160
ASV4338,18,7,35,51,26,12,11,160
ASV6558,4,20,31,8,36,32,29,160
ASV7627,3,29,16,0,6,76,30,160
ASV7809,0,5,31,2,18,35,69,160
ASV9269,159,0,0,0,0,1,0,160
ASV11096,14,11,14,52,22,18,29,160
ASV12135,7,10,67,11,6,50,9,160
ASV932,0,27,36,26,40,20,10,159
ASV7014,10,10,39,51,8,29,12,159
ASV11337,5,28,7,18,23,22,56,159
ASV17205,6,24,32,18,14,8,57,159
ASV21183,0,0,0,16,143,0,0,159
ASV23787,1,0,0,139,0,17,2,159
ASV27035,62,48,10,5,15,17,2,159
ASV2232,8,3,37,21,7,46,36,158
ASV6597,23,2,28,17,16,59,13,158
ASV8643,8,24,49,29,27,10,11,158
ASV9481,0,26,23,9,29,12,59,158
ASV15129,7,0,47,27,29,35,13,158
ASV4321,0,0,31,126,0,0,0,157
ASV4499,0,0,55,16,4,9,73,157
ASV5379,2,0,15,0,2,33,105,157
ASV10107,0,30,20,24,34,1,48,157
ASV11540,44,15,0,0,0,0,98,157
ASV14576,0,17,52,9,8,68,3,157
ASV17884,0,10,42,23,19,41,22,157
ASV762,10,10,37,0,41,9,49,156
ASV929,15,7,35,11,42,11,35,156
ASV1837,0,14,36,37,3,32,34,156
ASV2507,11,19,25,26,27,30,18,156
ASV7651,0,0,55,10,18,24,49,156
ASV8455,2,8,21,37,21,0,67,156
ASV13595,9,27,14,10,10,20,66,156
ASV1483,11,11,18,31,46,22,16,155
ASV2853,6,9,47,28,30,15,20,155
ASV5265,0,20,0,33,32,15,55,155
ASV11115,112,0,31,0,0,0,12,155
ASV19893,0,0,36,43,17,42,17,155
ASV183,0,0,15,0,6,0,133,154
ASV1802,28,13,23,26,7,40,17,154
ASV2589,0,17,2,41,43,6,45,154
ASV3204,34,21,0,5,10,81,3,154
ASV4151,0,19,18,37,29,10,41,154
ASV4849,4,31,33,12,2,4,68,154
ASV11378,0,0,20,0,0,83,51,154
ASV12513,0,0,58,41,41,0,14,154
ASV13468,0,0,55,35,11,53,0,154
ASV2219,0,153,0,0,0,0,0,153
ASV5713,15,25,37,34,23,9,10,153
ASV6961,0,16,43,32,26,24,12,153
ASV7263,17,16,33,15,22,23,27,153
ASV8598,2,2,18,27,9,24,71,153
ASV11633,15,3,27,33,32,25,18,153
ASV14064,32,23,18,13,28,14,25,153
ASV18796,0,0,4,20,0,127,2,153
ASV20643,16,3,8,13,10,61,42,153
ASV20698,0,41,33,0,0,26,53,153
ASV701,7,10,42,19,15,32,27,152
ASV1623,42,0,20,35,35,12,8,152
ASV2028,0,9,20,30,29,34,30,152
ASV9012,8,19,60,22,4,16,23,152
ASV21895,0,0,0,2,0,0,150,152
ASV1505,7,0,3,84,12,44,1,151
ASV2937,4,31,14,17,43,16,26,151
ASV4528,4,3,22,32,29,54,7,151
ASV9232,1,23,35,20,23,19,30,151
ASV9973,15,0,56,23,12,20,25,151
ASV365,17,2,42,33,13,34,9,150
ASV881,0,12,29,64,0,41,4,150
ASV1477,0,5,19,35,30,24,37,150
ASV5529,0,4,44,20,12,18,52,150
ASV6519,15,6,24,23,56,2,24,150
ASV6786,0,7,51,5,12,10,65,150
ASV6909,1,4,30,32,57,15,11,150
ASV7413,24,24,22,27,27,16,10,150
ASV8362,0,25,13,28,63,10,11,150
ASV9985,5,26,30,25,25,17,22,150
ASV16101,12,13,48,11,8,11,47,150
ASV2223,0,26,26,9,49,21,18,149
ASV5969,0,5,42,52,25,4,21,149
ASV6179,3,12,21,32,27,2,52,149
ASV9409,0,4,6,87,18,26,8,149
ASV11301,0,58,5,20,8,0,58,149
ASV11332,0,15,0,100,14,0,20,149
ASV11488,5,17,34,25,28,9,31,149
ASV12930,8,4,16,12,20,0,89,149
ASV14653,16,50,11,5,8,41,18,149
ASV6159,0,8,8,21,41,11,59,148
ASV6653,142,2,1,3,0,0,0,148
ASV14628,7,25,67,14,20,13,2,148
ASV4616,13,7,21,27,27,28,24,147
ASV8599,17,34,37,27,10,11,11,147
ASV10231,0,44,54,0,10,0,39,147
ASV14847,0,15,39,77,3,8,5,147
ASV25729,0,0,0,147,0,0,0,147
ASV2072,0,0,0,0,0,0,146,146
ASV5142,13,8,0,14,18,0,93,146
ASV18714,0,126,0,9,0,0,11,146
ASV174,0,10,28,3,66,0,38,145
ASV2598,10,7,85,8,8,0,27,145
ASV3107,0,14,10,24,44,7,46,145
ASV4357,4,69,18,12,21,21,0,145
ASV6258,0,2,12,0,13,0,118,145
ASV22449,0,0,125,0,0,17,3,145
ASV23728,0,7,39,13,38,47,1,145
ASV7343,15,15,52,21,0,36,5,144
ASV7469,0,0,51,0,0,93,0,144
ASV8950,8,36,6,5,57,8,24,144
ASV9449,21,0,2,3,38,0,80,144
ASV10590,3,8,39,15,56,0,23,144
ASV10922,0,0,72,0,38,22,12,144
ASV13246,11,7,2,16,17,21,70,144
ASV555,0,26,37,14,20,6,40,143
ASV561,0,23,26,52,14,15,13,143
ASV915,10,12,41,15,21,18,26,143
ASV1177,20,0,18,9,24,27,45,143
ASV3671,11,5,54,34,12,21,6,143
ASV8326,33,0,24,30,50,0,6,143
ASV12428,0,87,3,0,0,53,0,143
ASV13623,0,5,23,103,0,12,0,143
ASV14295,5,3,32,12,29,36,26,143
ASV1518,8,2,23,54,29,9,17,142
ASV4700,4,22,42,24,10,35,5,142
ASV5391,0,26,4,0,0,44,68,142
ASV7377,4,9,29,24,18,36,22,142
ASV12882,0,0,20,0,9,113,0,142
ASV15545,0,0,0,142,0,0,0,142
ASV15936,6,26,38,18,36,9,9,142
ASV1882,23,0,0,35,0,11,72,141
ASV2493,0,23,12,19,56,6,25,141
ASV3488,29,5,37,0,16,22,32,141
ASV9405,0,6,23,24,19,4,65,141
ASV17074,0,20,29,38,32,0,22,141
ASV544,3,0,75,39,8,7,8,140
ASV550,21,7,28,31,29,6,18,140
ASV4096,0,24,29,4,25,39,19,140
ASV5358,27,33,1,26,15,25,13,140
ASV5872,5,14,15,31,42,10,23,140
ASV5881,4,12,22,9,26,39,28,140
ASV403,8,15,15,14,83,0,4,139
ASV5089,7,14,36,26,33,15,8,139
ASV5179,7,3,26,35,36,0,32,139
ASV6413,4,26,34,6,25,12,32,139
ASV6676,0,18,26,42,16,32,5,139
ASV2993,11,7,28,20,35,12,25,138
ASV3314,0,6,7,10,7,0,108,138
ASV4001,39,0,17,21,24,22,15,138
ASV7892,33,2,36,22,23,0,22,138
ASV10331,0,0,0,116,6,0,16,138
ASV10679,3,116,2,9,0,8,0,138
ASV7163,0,0,0,0,10,77,50,137
ASV7411,0,49,0,1,7,0,80,137
ASV13384,10,18,19,26,53,8,3,137
ASV17086,8,18,6,23,18,35,29,137
ASV1992,0,0,39,65,18,14,0,136
ASV2083,0,12,27,39,15,28,15,136
ASV5193,8,26,14,32,11,22,23,136
ASV14318,0,0,0,33,0,103,0,136
ASV14983,0,115,0,21,0,0,0,136
ASV22193,2,9,38,26,24,13,24,136
ASV1902,0,18,10,10,17,14,66,135
ASV2665,5,2,28,6,12,44,38,135
ASV4709,4,41,36,29,13,12,0,135
ASV11111,0,0,0,135,0,0,0,135
ASV14212,2,1,24,39,15,11,43,135
ASV17693,0,0,33,38,45,12,7,135
ASV2248,0,11,0,7,50,6,60,134
ASV4564,20,0,16,16,36,12,34,134
ASV10850,0,16,40,14,11,35,18,134
ASV12168,0,26,12,0,0,42,54,134
ASV12845,16,13,22,21,22,7,33,134
ASV13343,0,12,8,91,9,3,11,134
ASV20680,3,9,13,23,44,30,12,134
ASV1197,3,12,29,21,15,42,11,133
ASV4227,9,13,13,50,10,7,31,133
ASV4515,3,6,34,32,28,23,7,133
ASV4702,4,18,16,24,48,9,14,133
ASV4826,0,0,2,123,0,8,0,133
ASV5804,0,14,37,12,40,30,0,133
ASV10363,23,1,20,14,39,14,22,133
ASV11294,13,11,4,5,0,81,19,133
ASV13715,0,0,0,0,4,0,129,133
ASV16323,0,14,22,29,0,38,30,133
ASV17542,0,13,39,14,32,29,6,133
ASV19054,9,6,0,7,37,45,29,133
ASV19805,6,17,34,8,10,25,33,133
ASV20991,12,36,27,12,2,11,33,133
ASV1891,15,24,22,25,0,39,7,132
ASV10727,2,6,24,25,32,11,32,132
ASV14671,0,0,30,5,12,46,39,132
ASV16275,0,0,0,21,91,5,15,132
ASV1180,0,12,33,33,28,10,15,131
ASV1296,0,3,18,5,26,26,53,131
ASV3034,0,20,35,49,5,18,4,131
ASV4955,1,25,17,33,8,35,12,131
ASV8319,0,0,1,7,118,0,5,131
ASV10042,0,0,34,19,21,21,36,131
ASV10695,12,9,22,5,4,31,48,131
ASV15473,0,6,120,0,0,0,5,131
ASV20400,43,6,29,9,1,22,21,131
ASV547,14,26,0,19,39,0,32,130
ASV979,5,8,16,13,19,54,15,130
ASV1103,0,0,41,15,15,18,41,130
ASV3363,19,21,8,38,13,3,28,130
ASV3581,6,20,24,18,12,12,38,130
ASV3893,16,20,11,23,11,41,8,130
ASV4055,0,2,10,39,33,0,46,130
ASV4852,0,9,46,33,15,16,11,130
ASV6790,0,0,50,17,13,37,13,130
ASV7008,3,5,24,29,26,13,30,130
ASV9549,1,4,18,40,24,13,30,130
ASV9706,46,1,5,18,0,2,58,130
ASV10699,12,13,18,11,7,31,38,130
ASV14549,1,8,3,30,13,39,36,130
ASV14845,0,13,24,0,6,87,0,130
ASV1189,1,0,0,0,0,128,0,129
ASV1932,4,15,11,30,39,12,18,129
ASV12855,6,22,24,15,26,19,17,129
ASV19353,8,14,34,14,12,15,32,129
ASV1527,26,8,0,7,10,0,77,128
ASV3611,0,23,0,8,44,0,53,128
ASV3620,8,6,38,18,29,5,24,128
ASV3796,0,49,13,2,32,11,21,128
ASV7899,10,17,21,18,48,5,9,128
ASV8850,0,0,8,8,21,91,0,128
ASV10008,4,27,15,29,6,13,34,128
ASV11257,0,0,0,46,0,0,82,128
ASV14586,0,1,96,18,13,0,0,128
ASV669,1,11,19,48,7,8,33,127
ASV676,0,3,9,5,0,31,79,127
ASV1354,1,15,35,14,27,17,18,127
ASV5623,0,15,28,8,23,21,32,127
ASV15914,0,18,4,12,29,18,46,127
ASV2650,0,27,20,29,21,9,20,126
ASV3402,1,122,0,0,0,3,0,126
ASV6237,0,0,24,27,18,31,26,126
ASV6508,0,16,18,19,20,34,19,126
ASV8300,3,0,19,9,35,14,46,126
ASV9937,16,6,6,14,61,7,16,126
ASV11127,0,24,1,43,9,9,40,126
ASV14946,23,10,31,42,0,20,0,126
ASV823,38,0,0,0,15,35,37,125
ASV2127,2,3,41,21,25,3,30,125
ASV4614,13,3,36,13,32,23,5,125
ASV10990,0,14,18,34,7,18,34,125
ASV12657,7,8,28,10,30,21,21,125
ASV16131,0,0,0,0,0,5,120,125
ASV22654,0,35,8,53,0,0,29,125
ASV432,0,1,27,42,25,9,20,124
ASV705,47,7,0,11,24,27,8,124
ASV3464,8,15,7,33,15,2,44,124
ASV4425,5,15,16,31,22,24,11,124
ASV4957,0,22,15,45,0,38,4,124
ASV4958,0,95,29,0,0,0,0,124
ASV5628,1,20,34,18,5,10,36,124
ASV16106,0,5,12,13,22,2,70,124
ASV16283,15,13,9,22,26,10,29,124
ASV20177,0,66,38,17,1,0,2,124
ASV22770,6,5,30,21,18,7,37,124
ASV254,3,10,16,21,26,29,18,123
ASV1009,0,0,0,0,123,0,0,123
ASV1302,12,10,22,13,22,35,9,123
ASV3332,82,5,0,31,4,0,1,123
ASV4161,0,0,0,0,117,6,0,123
ASV5930,0,5,0,27,56,0,35,123
ASV6767,0,3,31,5,6,50,28,123
ASV7501,0,10,33,34,9,31,6,123
ASV7525,2,12,39,11,11,22,26,123
ASV10076,46,0,0,64,0,0,13,123
ASV12718,4,22,16,26,12,4,39,123
ASV14022,21,7,15,5,22,52,1,123
ASV16605,6,12,28,26,10,15,26,123
ASV1362,0,0,77,0,23,0,22,122
ASV4270,0,4,3,8,40,6,61,122
ASV7464,0,17,35,24,18,18,10,122
ASV9274,0,0,30,40,19,5,28,122
ASV10031,0,0,0,9,55,19,39,122
ASV11020,0,0,5,51,16,39,11,122
ASV14642,0,0,0,0,0,122,0,122
ASV1643,24,30,19,9,8,10,21,121
ASV8846,17,0,3,31,0,0,70,121
ASV8859,0,3,17,12,22,24,43,121
ASV12352,0,13,32,30,20,0,26,121
ASV13255,2,15,23,2,19,37,23,121
ASV17414,3,109,1,0,0,4,4,121
ASV1745,0,0,0,0,0,4,116,120
ASV3775,3,35,27,12,2,24,17,120
ASV4401,0,15,18,40,31,1,15,120
ASV4568,0,12,4,14,51,13,26,120
ASV4718,0,5,48,4,27,5,31,120
ASV5727,4,5,30,21,7,37,16,120
ASV9512,0,19,48,2,3,44,4,120
ASV12391,72,0,30,6,10,0,2,120
ASV20541,0,9,32,16,19,22,22,120
ASV406,0,11,19,22,2,23,42,119
ASV8364,13,6,13,22,9,15,41,119
ASV9668,66,50,3,0,0,0,0,119
ASV17955,6,40,13,4,0,26,30,119
ASV23716,0,20,4,3,53,39,0,119
ASV25651,3,11,18,33,14,5,35,119
ASV1256,0,26,0,0,0,92,0,118
ASV1560,10,23,14,19,20,15,17,118
ASV1596,0,7,8,0,48,36,19,118
ASV2908,0,0,41,3,42,16,16,118
ASV3113,0,3,32,3,47,25,8,118
ASV5041,0,31,19,2,26,38,2,118
ASV5578,9,37,69,1,2,0,0,118
ASV5584,0,51,0,13,0,50,4,118
ASV6813,0,27,30,15,6,21,19,118
ASV7492,0,0,18,35,39,26,0,118
ASV8042,0,16,36,14,28,10,14,118
ASV8144,0,0,0,113,0,5,0,118
ASV9564,5,4,26,14,10,53,6,118
ASV10129,0,13,23,18,18,30,16,118
ASV22290,29,32,3,25,20,0,9,118
ASV1519,0,0,40,22,41,4,10,117
ASV2732,6,19,7,21,36,6,22,117
ASV3982,6,7,6,28,15,32,23,117
ASV4766,7,20,15,9,13,38,15,117
ASV5590,19,15,37,5,7,18,16,117
ASV9494,12,33,7,36,0,23,6,117
ASV9914,2,19,10,5,34,14,33,117
ASV12450,0,0,7,94,6,0,10,117
ASV17569,15,6,20,11,41,15,9,117
ASV23932,0,0,117,0,0,0,0,117
ASV26,0,0,0,116,0,0,0,116
ASV2671,13,8,42,0,45,8,0,116
ASV2726,8,20,31,11,0,35,11,116
ASV4259,1,14,31,0,35,16,19,116
ASV4269,8,32,36,16,2,14,8,116
ASV4274,10,7,36,10,33,2,18,116
ASV4500,12,24,20,19,38,0,3,116
ASV4816,2,22,11,9,49,10,13,116
ASV8270,0,23,80,0,0,10,3,116
ASV10760,15,2,20,4,16,38,21,116
ASV12482,0,26,66,2,22,0,0,116
ASV1780,0,3,27,25,12,32,16,115
ASV4781,0,16,32,17,1,1,48,115
ASV6773,0,4,0,15,28,63,5,115
ASV6822,18,35,24,19,13,2,4,115
ASV6840,0,0,0,115,0,0,0,115
ASV7168,0,24,2,3,35,36,15,115
ASV11616,9,8,29,21,7,9,32,115
ASV15669,66,0,0,18,7,12,12,115
ASV18382,3,4,25,15,16,0,52,115
ASV20009,0,14,25,0,8,3,65,115
ASV24446,2,18,37,17,5,24,12,115
ASV1903,0,0,19,4,86,0,5,114
ASV5983,0,7,15,4,3,44,41,114
ASV6975,4,10,13,10,15,21,41,114
ASV7390,0,5,20,37,27,23,2,114
ASV8916,0,0,40,0,19,55,0,114
ASV9225,3,37,0,0,20,54,0,114
ASV10047,8,16,14,43,20,0,13,114
ASV12864,3,5,0,3,0,103,0,114
ASV17650,14,1,21,30,23,15,10,114
ASV20551,0,35,0,0,0,0,79,114
ASV619,5,0,60,42,1,0,5,113
ASV2112,0,19,13,8,15,20,38,113
ASV4741,0,12,7,8,15,11,60,113
ASV4843,0,32,4,2,0,0,75,113
ASV12732,2,10,17,40,15,7,22,113
ASV15150,8,0,0,0,72,0,33,113
ASV16007,4,11,26,18,10,30,14,113
ASV19291,82,2,0,0,13,13,3,113
ASV19673,108,5,0,0,0,0,0,113
ASV22331,45,15,0,1,0,48,4,113
ASV3445,0,11,81,0,0,20,0,112
ASV4414,14,16,6,32,25,17,2,112
ASV4854,0,13,3,8,29,4,55,112
ASV5153,27,19,14,20,14,10,8,112
ASV11681,110,0,2,0,0,0,0,112
ASV12642,0,9,40,7,24,22,10,112
ASV15736,33,25,0,11,29,14,0,112
ASV15890,14,0,14,64,5,10,5,112
ASV20338,0,4,0,14,1,10,83,112
ASV26519,0,11,4,3,37,16,41,112
ASV3164,0,2,15,10,22,57,5,111
ASV5456,0,21,43,27,4,0,16,111
ASV5555,0,5,30,7,20,20,29,111
ASV24016,5,7,0,39,20,18,22,111
ASV2512,1,19,10,28,27,3,22,110
ASV2528,10,12,17,27,6,23,15,110
ASV3041,3,17,20,7,7,18,38,110
ASV3325,0,82,0,24,0,0,4,110
ASV6435,0,24,0,0,9,53,24,110
ASV7121,3,11,24,59,8,0,5,110
ASV10171,13,25,2,22,11,22,15,110
ASV11885,0,0,0,82,23,0,5,110
ASV13397,0,23,48,20,0,0,19,110
ASV14232,0,0,9,9,18,60,14,110
ASV18478,0,0,11,21,30,33,15,110
ASV443,9,0,44,9,15,31,1,109
ASV3214,47,0,20,4,14,14,10,109
ASV6097,0,13,7,20,14,23,32,109
ASV6574,2,7,16,22,37,3,22,109
ASV6602,0,0,98,0,0,11,0,109
ASV11269,2,7,9,7,49,5,30,109
ASV14466,0,0,0,109,0,0,0,109
ASV2355,0,15,18,1,33,32,9,108
ASV2812,31,12,0,36,12,8,9,108
ASV4137,14,0,0,39,39,14,2,108
ASV4354,11,19,16,25,3,19,15,108
ASV4636,0,7,15,14,39,2,31,108
ASV5068,21,10,12,7,13,15,30,108
ASV5580,9,5,37,9,27,10,11,108
ASV7031,0,3,17,31,6,27,24,108
ASV7447,0,2,17,45,8,16,20,108
ASV9103,17,6,54,9,6,4,12,108
ASV10369,0,9,31,5,0,12,51,108
ASV12234,2,13,17,33,19,6,18,108
ASV13657,1,4,24,38,16,2,23,108
ASV15658,0,0,16,20,32,29,11,108
ASV16166,1,1,12,3,69,9,13,108
ASV16485,3,19,42,10,25,1,8,108
ASV20001,0,15,31,18,16,8,20,108
ASV841,29,6,31,10,14,3,14,107
ASV2150,10,43,0,20,18,13,3,107
ASV5533,38,0,43,5,6,0,15,107
ASV6161,29,13,8,14,21,0,22,107
ASV7999,12,15,18,21,23,5,13,107
ASV8423,2,20,32,13,7,4,29,107
ASV15867,0,0,39,0,19,0,49,107
ASV20495,0,1,20,16,42,26,2,107
ASV1365,0,21,7,31,13,5,29,106
ASV2634,18,12,23,19,17,7,10,106
ASV6334,5,8,8,37,36,6,6,106
ASV7368,0,9,25,32,7,7,26,106
ASV7707,0,7,7,49,2,0,41,106
ASV8795,0,7,14,36,7,12,30,106
ASV9038,11,10,53,9,1,21,1,106
ASV10158,26,5,12,15,20,14,14,106
ASV13833,6,16,13,19,14,14,24,106
ASV18791,0,21,34,5,2,44,0,106
ASV21771,15,9,17,28,30,2,5,106
ASV24476,0,0,0,0,7,99,0,106
ASV24886,0,2,5,0,2,84,13,106
ASV2417,0,30,27,3,4,32,9,105
ASV6942,17,0,23,10,29,14,12,105
ASV7179,12,1,14,8,15,41,14,105
ASV8224,0,0,13,13,59,8,12,105
ASV10166,0,1,40,37,14,5,8,105
ASV11187,0,0,1,0,0,104,0,105
ASV13602,2,28,8,14,7,0,46,105
ASV20504,0,0,93,0,0,12,0,105
ASV21973,8,0,0,1,53,0,43,105
ASV1463,0,0,28,11,40,17,8,104
ASV2975,0,2,18,10,20,11,43,104
ASV3334,0,16,12,19,20,16,21,104
ASV4520,0,0,0,0,26,0,78,104
ASV5730,0,0,39,18,8,0,39,104
ASV6671,0,0,24,14,0,0,66,104
ASV7017,31,29,6,4,20,0,14,104
ASV7190,1,0,12,2,22,49,18,104
ASV8530,13,0,18,16,13,21,23,104
ASV9767,13,0,9,7,26,5,44,104
ASV10784,0,0,89,0,12,3,0,104
ASV10842,0,0,45,27,0,32,0,104
ASV24223,0,9,8,3,14,13,57,104
ASV97,5,0,0,14,17,2,65,103
ASV687,2,0,15,10,32,44,0,103
ASV953,0,27,8,20,9,17,22,103
ASV1319,12,22,11,8,9,26,15,103
ASV3182,0,20,2,43,13,15,10,103
ASV5416,0,13,4,20,37,8,21,103
ASV7175,0,0,18,34,3,10,38,103
ASV7963,0,2,49,23,11,18,0,103
ASV7983,0,0,38,0,3,62,0,103
ASV8207,0,0,32,0,11,44,16,103
ASV8324,2,0,71,8,0,0,22,103
ASV8441,3,6,0,15,7,29,43,103
ASV9601,4,0,11,25,34,24,5,103
ASV10185,0,24,70,0,0,0,9,103
ASV12174,0,18,27,22,2,9,25,103
ASV14379,0,43,2,3,6,45,4,103
ASV19283,0,0,0,103,0,0,0,103
ASV22404,6,11,14,12,18,10,32,103
ASV1738,30,0,8,11,26,5,22,102
ASV2070,0,0,4,37,0,18,43,102
ASV2282,74,0,4,0,0,23,1,102
ASV2340,0,5,21,8,17,40,11,102
ASV3333,0,0,31,0,2,10,59,102
ASV5951,10,7,8,32,10,23,12,102
ASV7188,0,0,5,6,37,19,35,102
ASV7457,4,0,13,31,27,16,11,102
ASV10111,2,10,18,25,16,5,26,102
ASV12019,0,6,0,0,9,87,0,102
ASV13577,0,13,2,0,57,0,30,102
ASV14648,0,21,9,9,0,59,4,102
ASV20106,0,2,3,41,22,12,22,102
ASV578,2,5,25,26,24,2,17,101
ASV895,0,0,50,12,3,36,0,101
ASV1330,0,6,46,10,15,14,10,101
ASV2285,0,0,16,41,18,16,10,101
ASV2653,8,8,44,33,8,0,0,101
ASV5067,2,10,25,16,19,14,15,101
ASV5069,0,14,0,7,29,7,44,101
ASV5318,10,8,20,13,13,7,30,101
ASV10162,7,10,35,13,24,0,12,101
ASV10868,0,20,8,64,0,0,9,101
ASV10972,0,0,10,14,21,0,56,101
ASV11859,2,9,17,11,31,10,21,101
ASV12086,0,2,14,26,32,4,23,101
ASV12834,0,0,10,9,28,7,47,101
ASV13306,0,8,25,13,19,10,26,101
ASV14358,1,50,5,29,0,0,16,101
ASV18209,0,0,12,41,33,14,1,101
ASV23698,0,0,99,0,0,0,2,101
ASV2739,4,5,44,7,2,18,20,100
ASV2854,5,45,8,14,9,6,13,100
ASV5084,7,12,5,17,6,0,53,100
ASV5542,0,55,0,0,22,8,15,100
ASV5567,5,5,26,12,16,10,26,100
ASV6117,8,18,12,3,25,8,26,100
ASV7743,5,2,18,29,19,18,9,100
ASV8164,6,5,27,38,2,3,19,100
ASV9443,0,0,24,5,0,41,30,100
ASV10643,0,9,21,26,20,11,13,100
